,year,numcode,oilreserves_full,oilreserves,oilreserves_public,newdiscovery_aspo,imputedzero,aspo,wildcat,endowment,ecgrowth,country,incidence2COW,onset2COWCS,incidenceU,onsetUCS,Fearon_war,onset_FearonCS,Sambanis_war,onset_SambanisCS,coup,any_coup,periregular,no_transition,religion_fractionalization,ethnic_fractionalization,language_fractionalization,ETHPOL_reynal,ETHFRAC_reynal,RELPOL_reynal,RELFRAC_reynal,leg_british,rule_law96,crude1990P,smallregion,largeregion,out_regdisaster,asposmpl,zero_res,logoilres,logvaloilres,discoveryaspoPC,zero_disc,logdiscoveryaspo,valdisc,logvaldisc,oilpop_impute,logoilres_impute,logvaloilres_impute,logGDP_M,logpop_M,logpopdens,democracy,x_dem,logmilexgdpSIPRI,logmountain,logoutreg,unexpdisc_log,decade,wildcatsample,africa,asia,oceania,southam,dincidence2COW,d2incidence2COW,d3incidence2COW,d3_6incidence2COW,d7_10incidence2COW,d3yrsCOW,d5yrsCOW,dincidenceU,d2incidenceU,d3incidenceU,d3_6incidenceU,d7_10incidenceU,d3yrsU,d5yrsU,dcoup,d2coup,d3coup,d3_6coup,d7_10coup,d3yrsCOUP,d5yrsCOUP,dany_coup,d3_6any_coup,dSambanis_war,d3_6Sambanis_war,dFearon_war,d3_6Fearon_war,dmilexpSIPRI,d2milexpSIPRI,d3milexpSIPRI,d3_6milexpSIPRI,d7_10milexpSIPRI,d3yrsSIPRI,d5yrsSIPRI,Llogoilres,Llogvaloilres,LlogGDP_M,Lecgrowth,Llogpop_M,Llogpopdens,Ldemocracy,Lincidence2COW,LincidenceU,Lcrude1990P,milexgdpSIPRI_diff,popdens_diff,pop_M_diff,valoilres_diff,valoilres_binarize,valoilres_impute_diff,valoilres_impute_binarize,democracy_diff,wildcat_diff,out_regdisaster_diff,oilreserves_diff,crude1990P_diff,valdisc_diff,valdisc_binarize,oilpop_impute_diff,oilpop_impute_binarize
0,1929.0,8,0.2819,0.2819,,,,,,0.8,,,1.0000000000000003e-05,0.0,,,,,,,,,,,0.004719,0.002204,0.000399,,,,,1e-05,-0.11717423,,39,150,1e-05,1.0,1e-05,-0.012429344,,,,,,,0.2885363,-0.012429344,,0.068312034,0.06884487,0.035740167,,,,,0.0324957,,,,1e-05,1e-05,1e-05,1e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1930.0,8,0.28266,0.28266,,0.00076,,1.0,1.0,0.8,,ALBANIA,1.0000000000000003e-05,0.0,,,,,,,,,1.0,1e-05,0.004719,0.002204,0.000399,,,,,1e-05,-0.11717423,23.197977,39,150,1e-05,1.0,1e-05,-0.012453466,0.018987186,0.0007739308,1e-05,-0.07164028,0.017953629,-0.04019963,0.28784114,-0.012453466,0.018987186,,0.06889591,0.035791215,0.0005,0.004285714,,,0.0324957,,1.0,1.0,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.012429344,,0.068312034,,0.06884487,0.035740167,,1e-05,,,,5.1021576e-05,5.1021576e-05,,,,,,,0.0,0.0026960373,,,,-0.0024092793,0.0
2,1931.0,8,0.28266,0.28266,,1e-05,,1.0,1e-05,0.8,,ALBANIA,1.0000000000000003e-05,0.0,,,,,,,,,1.0,1e-05,0.004719,0.002204,0.000399,,,,,1e-05,-0.11717423,13.8914585,39,150,9525810.0,1.0,1e-05,-0.01251438,0.013798363,1e-05,1.0,-0.22802708,1e-05,-0.19425803,0.28609312,-0.01251438,0.013798363,,0.06895683,0.035852127,0.0005,0.004285714,,,0.16069515,,1.0,,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.012453466,0.018987186,,,0.06889591,0.035791215,0.0005,1e-05,,23.197977,,6.0915947e-05,6.1035156e-05,-0.005175352,0.0,-0.005175352,0.0,0.0,-0.99999,952581000000.0,0.0,-0.401178,-0.999443,0.0,-0.006072879,0.0
3,1932.0,8,0.28266,0.28266,,1e-05,,1.0,1e-05,0.8,,ALBANIA,1.0000000000000003e-05,0.0,,,,,,,,,1.0,1e-05,0.004719,0.002204,0.000399,,,,,1e-05,-0.11717423,20.738506,39,150,1e-05,1.0,1e-05,-0.012564859,0.017755063,1e-05,1.0,-0.22802708,1e-05,-0.19425803,0.28465256,-0.012564859,0.017755063,,0.06900731,0.03590261,0.0005,0.004285714,,,0.0324957,,1.0,,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01251438,0.013798363,,,0.06895683,0.035852127,0.0005,1e-05,,13.8914585,,5.054474e-05,5.042553e-05,0.003964424,0.0,0.003964424,0.0,0.0,0.0,-1.0,0.0,0.4928962,0.0,0.0,-0.005035281,0.0
4,1933.0,8,0.28264904,0.28264904,,1e-05,,1.0,1e-05,0.8,,ALBANIA,1.0000000000000003e-05,0.0,,,,,,,,,1.0,1e-05,0.004719,0.002204,0.000399,,,,,1e-05,-0.11717423,16.836752,39,150,356612.75,1.0,1e-05,-0.012615473,0.015620168,1e-05,1.0,-0.22802708,1e-05,-0.19425803,0.28321546,-0.012615473,0.015620168,,0.06905753,0.035952833,0.0005,0.004285714,,,0.12784405,,1.0,,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.012564859,0.017755063,,,0.06900731,0.03590261,0.0005,1e-05,,20.738506,,5.018711e-05,5.018711e-05,-0.0021325946,0.0,-0.0021325946,0.0,0.0,0.0,35661275000.0,-3.8802624e-05,-0.18814057,0.0,0.0,-0.0050486326,0.0
5,1934.0,8,0.2826381,0.2826381,,1e-05,,1.0,1e-05,0.8,,ALBANIA,1.0000000000000003e-05,0.0,,,,,,,,,1.0,1e-05,0.004719,0.002204,0.000399,,,,,1e-05,-0.11717423,24.30626,39,150,1e-05,1.0,1e-05,-0.012665835,0.019241504,1e-05,1.0,-0.22802708,1e-05,-0.19425803,0.28179273,-0.012665835,0.019241504,,0.06910751,0.036002807,0.0005,0.004285714,,,0.0324957,,1.0,,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.012615473,0.015620168,,,0.06905753,0.035952833,0.0005,1e-05,,16.836752,,5.00679e-05,5.00679e-05,0.0036280155,0.0,0.0036280155,0.0,0.0,0.0,-1.0,-3.8683414e-05,0.44364297,0.0,0.0,-0.0050234795,0.0
6,1935.0,8,0.2826016,0.2826016,,1e-05,,1.0,1e-05,0.8,,ALBANIA,1.0000000000000003e-05,0.0,,,,,,,,,1.0,1e-05,0.004719,0.002204,0.000399,,,,,1e-05,-0.11717423,23.000612,39,150,50217.676,1.0,1e-05,-0.01272677,0.018628439,1e-05,1.0,-0.22802708,1e-05,-0.19425803,0.28008085,-0.01272677,0.018628439,,0.06916715,0.03606245,0.0005,0.004285714,,,0.10824122,-0.020572275,1.0,,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.012665835,0.019241504,,,0.06910751,0.036002807,0.0005,1e-05,,24.30626,,5.9723854e-05,5.9604645e-05,-0.00061297417,0.0,-0.00061297417,0.0,0.0,0.0,5021767700.0,-0.00012916327,-0.05371648,0.0,0.0,-0.006074965,0.0
7,1936.0,8,0.2823461,0.2823461,,1e-05,,1.0,1e-05,0.8,,ALBANIA,1.0000000000000003e-05,0.0,,,,,,,,,1.0,1e-05,0.004719,0.002204,0.000399,,,,,1e-05,-0.11717423,25.611904,39,150,172257.0,1.0,1e-05,-0.012785246,0.019645328,1e-05,1.0,-0.22802708,1e-05,-0.19425803,0.27844784,-0.012785246,0.019645328,,0.06921658,0.036111884,0.0005,0.004285714,,,0.120567426,-0.020572275,1.0,,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01272677,0.018628439,,,0.06916715,0.03606245,0.0005,1e-05,,23.000612,,4.9471855e-05,4.9352646e-05,0.0010174513,0.0,0.0010174513,0.0,0.0,0.0,2.4302065,-0.00090408325,0.11353135,0.0,0.0,-0.0058305264,0.0
8,1937.0,8,0.2817256,0.2817256,,1e-05,,1.0,1e-05,0.8,,ALBANIA,1.0000000000000003e-05,0.0,,,,,,,,,1.0,1e-05,0.004719,0.002204,0.000399,,,,,1e-05,-0.11717423,26.75055,39,150,3554621.2,1.0,1e-05,-0.012963805,0.019901745,1e-05,1.0,-0.22802708,1e-05,-0.19425803,0.27352,-0.012963805,0.019901745,,0.06937314,0.036268443,0.0005,0.004285714,,,0.15083759,-0.020572275,1.0,,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.012785246,0.019645328,,,0.06921658,0.036111884,0.0005,1e-05,,25.611904,,0.000156641,0.000156641,0.00025641918,0.0,0.00025641918,0.0,0.0,0.0,19.635569,-0.0021976829,0.044457674,0.0,0.0,-0.017697573,0.0
9,1938.0,8,0.2809591,0.2809591,,1e-05,,1.0,1e-05,0.8,,ALBANIA,1.0000000000000003e-05,0.0,,,,,,,,,1.0,1e-05,0.004719,0.002204,0.000399,,,,,1e-05,-0.11717423,26.112907,39,150,2380274.0,1.0,1e-05,-0.013087668,0.01953663,1e-05,1.0,-0.22802708,1e-05,-0.19425803,0.270153,-0.013087668,0.01953663,,0.06946976,0.036365062,0.0005,0.004285714,,,0.14682727,-0.020572275,1.0,,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.012963805,0.019901745,,,0.06937314,0.036268443,0.0005,1e-05,,26.75055,,9.6440315e-05,9.6559525e-05,-0.00036495924,0.0,-0.00036495924,0.0,0.0,0.0,-0.33037198,-0.002720654,-0.023836613,0.0,0.0,-0.012309909,0.0
10,1939.0,8,0.2800101,0.2800101,,1e-05,,1.0,1e-05,0.8,,ALBANIA,1.0000000000000003e-05,0.0,,,,,,,,,1.0,1e-05,0.004719,0.002204,0.000399,,,,,1e-05,-0.11717423,23.896345,39,150,7531918.0,1.0,1e-05,-0.013405882,0.018331373,1e-05,1.0,-0.22802708,1e-05,-0.19425803,0.2616917,-0.013405882,0.018331373,,0.06975414,0.03664944,0.005,,,,0.15834661,-0.020572275,1.0,,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.013087668,0.01953663,,,0.06946976,0.036365062,0.0005,1e-05,,26.112907,,0.00028455257,0.00028443336,-0.0012045503,0.0,-0.0012045503,0.0,8.999999,0.0,2.164307,-0.003377676,-0.08488381,0.0,0.0,-0.031320393,0.0
11,1940.0,8,0.2785136,0.2785136,,1e-05,,1.0,1e-05,0.8,,ALBANIA,1.0000000000000003e-05,0.0,,,,,,,,,1.0,1e-05,0.004719,0.002204,0.000399,,,,,1e-05,-0.11717423,23.668617,39,150,267034.56,1.0,1e-05,-0.013626295,0.018015206,1e-05,1.0,-0.22802708,1e-05,-0.19425803,0.25598678,-0.013626295,0.018015206,,0.069920965,0.036816265,0.005,,,,0.12495133,-0.020572275,2.0,,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.013405882,0.018331373,,,0.06975414,0.03664944,0.005,1e-05,,23.896345,,0.000166893,0.0001667738,-0.00031614304,0.0,-0.00031614304,0.0,0.0,0.0,-0.96454626,-0.0053444505,-0.009529829,0.0,0.0,-0.0218001,0.0
12,1941.0,8,0.2771631,0.2771631,,1e-05,,1.0,1e-05,0.8,,ALBANIA,1.0000000000000003e-05,0.0,,,,,,,,,1.0,1e-05,0.004719,0.002204,0.000399,,,,,1e-05,-0.11717423,25.201992,39,150,1e-05,1.0,1e-05,-0.013784594,0.018484637,1e-05,1.0,-0.22802708,1e-05,-0.19425803,0.25196645,-0.013784594,0.018484637,,0.07003065,0.036925953,0.005,,,,0.0324957,-0.020572275,2.0,,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.013626295,0.018015206,,,0.069920965,0.036816265,0.005,1e-05,,23.668617,,0.00010967255,0.00010967255,0.00046944618,0.0,0.00046944618,0.0,0.0,0.0,-1.0,-0.0048490167,0.06478512,0.0,0.0,-0.015705228,0.0
13,1942.0,8,0.2755571,0.2755571,,1e-05,,1.0,1e-05,0.8,,ALBANIA,1.0000000000000003e-05,0.0,,,,,,,,,1.0,1e-05,0.004719,0.002204,0.000399,,,,,1e-05,-0.11717423,23.759708,39,150,209820.4,1.0,1e-05,-0.013996069,0.017683843,1e-05,1.0,-0.22802708,1e-05,-0.19425803,0.24669391,-0.013996069,0.017683843,,0.070184015,0.037079316,0.005,,,,0.12254007,-0.020572275,2.0,,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.013784594,0.018484637,,,0.07003065,0.036925953,0.005,1e-05,,25.201992,,0.00015330315,0.00015342236,-0.00080031157,0.0,-0.00080031157,0.0,0.0,0.0,20982040000.0,-0.005794406,-0.057228982,0.0,0.0,-0.020925581,0.0
14,1943.0,8,0.2745716,0.2745716,,1e-05,,1.0,1e-05,0.8,,ALBANIA,1.0000000000000003e-05,0.0,,,,,,,,,1.0,1e-05,0.004719,0.002204,0.000399,,,,,1e-05,-0.11717423,22.590702,39,150,6948325.5,1.0,1e-05,-0.014049786,0.017125597,1e-05,1.0,-0.22802708,1e-05,-0.19425803,0.2453723,-0.014049786,0.017125597,,0.0702019,0.03709721,0.005,,,,0.15754011,-0.020572275,2.0,,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.013996069,0.017683843,,,0.070184015,0.037079316,0.005,1e-05,,23.759708,,1.7881393e-05,1.7881393e-05,-0.0005581975,0.0,-0.0005581975,0.0,0.0,0.0,32.115585,-0.003576398,-0.04920119,0.0,0.0,-0.005357325,0.0
15,1944.0,8,0.2742431,0.2742431,,1e-05,,1.0,1e-05,0.8,,ALBANIA,1.0000000000000003e-05,0.0,,,,,1.0000000000000003e-05,1e-05,,,1.0,1e-05,0.004719,0.002204,0.000399,,,,,1e-05,-0.11717423,22.378153,39,150,659125.8,1.0,1e-05,-0.014088532,0.01699232,1e-05,1.0,-0.22802708,1e-05,-0.19425803,0.24442343,-0.014088532,0.01699232,,0.07022868,0.037123982,0.005,,,,0.1339867,-0.020572275,2.0,,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.014049786,0.017125597,,,0.0702019,0.03709721,0.005,1e-05,,22.590702,,2.682209e-05,2.682209e-05,-0.00013321638,0.0,-0.00013321638,0.0,0.0,0.0,-0.9051389,-0.001196444,-0.009408712,0.0,0.0,-0.0038670301,0.0
16,1945.0,8,0.2739876,0.2739876,,1e-05,,1.0,1e-05,0.8,,ALBANIA,1.0000000000000003e-05,0.0,,,1.0000000000000003e-05,1e-05,1.0000000000000003e-05,1e-05,,,1e-05,1.0,0.004719,0.002204,0.000399,,,,,1e-05,-0.11717423,18.992586,39,150,1e-05,1.0,1e-05,-0.014239448,0.015201039,1e-05,1.0,-0.22802708,1e-05,-0.19425803,0.24076238,-0.014239448,0.015201039,,0.07037028,0.037265576,0.0025,,,,0.0324957,-0.020572275,2.0,,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,,,,,,,,,,,,,,,,,1e-05,1e-05,,,,,,,,,,-0.014088532,0.01699232,,,0.07022868,0.037123982,0.005,1e-05,,22.378153,,0.00014150143,0.00014173985,-0.0017896295,0.0,-0.0017896295,0.0,-0.5,0.0,-1.0,-0.0009316206,-0.15128893,0.0,0.0,-0.01497829,0.0
17,1946.0,8,0.2730021,0.2730021,,1e-05,,1.0,1e-05,0.8,,ALBANIA,1.0000000000000003e-05,0.0,1e-05,0.0,1.0000000000000003e-05,1e-05,1.0000000000000003e-05,1e-05,1.0000000000000003e-05,,1e-05,1.0,0.004719,0.002204,0.000399,,,,,1e-05,-0.11717423,18.658583,39,150,159934.06,1.0,1e-05,-0.0144151,0.014847962,1e-05,1.0,-0.22802708,1e-05,-0.19425803,0.23657027,-0.0144151,0.014847962,,0.070509896,0.037405193,0.0005,0.004285714,,,0.11982517,-0.020572275,2.0,,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,,,,,,,,,,,,,,,,,1e-05,1e-05,1e-05,1e-05,,,,,,,,-0.014239448,0.015201039,,,0.07037028,0.037265576,0.0025,1e-05,,18.992586,,0.00013971329,0.00013959408,-0.0003530383,0.0,-0.0003530383,0.0,-0.79999995,0.0,15993406000.0,-0.003596902,-0.017585993,0.0,0.0,-0.017411828,0.0
18,1947.0,8,0.2709946,0.2709946,,1e-05,,1.0,1e-05,0.8,,ALBANIA,1.0000000000000003e-05,0.0,1e-05,0.0,1.0000000000000003e-05,1e-05,1.0000000000000003e-05,1e-05,1.0000000000000003e-05,,1e-05,1.0,0.004719,0.002204,0.000399,,,,,1e-05,-0.11717423,27.691826,39,150,560629.06,1.0,1e-05,-0.014669245,0.018542128,1e-05,1.0,-0.22802708,1e-05,-0.19425803,0.2306337,-0.014669245,0.018542128,,0.07069024,0.037585534,0.0005,0.004285714,,,0.13236815,-0.020572275,2.0,,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,,,1e-05,1e-05,1e-05,1e-05,,,,,,,,-0.0144151,0.014847962,,,0.070509896,0.037405193,0.0005,1e-05,1e-05,18.658583,,0.00018024445,0.00018036366,0.0037010908,0.0,0.0037010908,0.0,0.0,0.0,2.5053763,-0.0073533654,0.48413336,0.0,0.0,-0.02509427,0.0
19,1948.0,8,0.2694981,0.2694981,,1e-05,,1.0,1e-05,0.8,,ALBANIA,1.0000000000000003e-05,0.0,1e-05,0.0,1.0000000000000003e-05,1e-05,1.0000000000000003e-05,1e-05,1.0000000000000003e-05,,1e-05,1.0,0.004719,0.002204,0.000399,,,,,1e-05,-0.11717423,26.902367,39,150,1e-05,1.0,1e-05,-0.014868265,0.018053878,1e-05,1.0,-0.22802708,1e-05,-0.19425803,0.22608902,-0.014868265,0.018053878,,0.07083388,0.037729178,0.0005,0.004285714,,,0.0324957,-0.020572275,2.0,,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,,,1e-05,1e-05,1e-05,1e-05,,,,,,,,-0.014669245,0.018542128,,,0.07069024,0.037585534,0.0005,1e-05,1e-05,27.691826,,0.0001437664,0.0001437664,-0.00048810244,0.0,-0.00048810244,0.0,0.0,0.0,-1.0,-0.005522251,-0.028508723,0.0,0.0,-0.019705236,0.0
20,1949.0,8,0.2673081,0.2673081,,1e-05,,1.0,1e-05,0.8,,ALBANIA,1.0000000000000003e-05,0.0,1e-05,0.0,1.0000000000000003e-05,1e-05,1.0000000000000003e-05,1e-05,1.0000000000000003e-05,,1e-05,1.0,0.004719,0.002204,0.000399,,,,,1e-05,-0.11717423,24.30626,39,150,690677.7,1.0,1e-05,-0.0150914695,0.01681587,1e-05,1.0,-0.22802708,1e-05,-0.19425803,0.2210985,-0.0150914695,0.01681587,,0.07097549,0.037870787,0.0005,0.004285714,,,0.13445428,-0.020572275,2.0,,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,,,1e-05,1e-05,1e-05,1e-05,,,,,,,,-0.014868265,0.018053878,,,0.07083388,0.037729178,0.0005,1e-05,1e-05,26.902367,,0.00014150143,0.00014173985,-0.0012372732,0.0,-0.0012372732,0.0,0.0,0.0,69067770000.0,-0.008126318,-0.09650105,0.0,0.0,-0.022073269,0.0
21,1950.0,8,0.2644976,0.2644976,,1e-05,,1.0,1e-05,0.8,,ALBANIA,1.0000000000000003e-05,0.0,1e-05,0.0,1.0000000000000003e-05,1e-05,1.0000000000000003e-05,1e-05,1.0000000000000003e-05,1e-05,1e-05,1.0,0.004719,0.002204,0.000399,,,,,1e-05,-0.11717423,23.122068,39,150,959795.7,1.0,1e-05,-0.0153462235,0.01606165,1e-05,1.0,-0.22802708,1e-05,-0.19425803,0.21553707,-0.0153462235,0.01606165,0.06909093,0.071124546,0.038019847,0.0005,0.004285714,,,0.13774475,-0.020572275,3.0,,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,,,1e-05,1e-05,1e-05,1e-05,,,,,,,,-0.0150914695,0.01681587,,,0.07097549,0.037870787,0.0005,1e-05,1e-05,24.30626,,0.00014913082,0.0001488924,-0.00075405836,0.0,-0.00075405836,0.0,0.0,0.0,0.38964343,-0.010514021,-0.048719585,0.0,0.0,-0.025153637,0.0
22,1951.0,8,0.2632931,0.2632931,,1e-05,,1.0,1e-05,0.8,0.043161582,ALBANIA,1.0000000000000003e-05,0.0,1e-05,0.0,1.0000000000000003e-05,1e-05,1.0000000000000003e-05,1e-05,1.0000000000000003e-05,1e-05,1e-05,1.0,0.004719,0.002204,0.000399,,,,,1e-05,-0.11717423,21.421692,39,150,4884869.0,1.0,1e-05,-0.015609208,0.015034833,1e-05,1.0,-0.22802708,1e-05,-0.19425803,0.20994267,-0.015609208,0.015034833,0.06951349,0.07134189,0.038237188,0.0005,0.004285714,,,0.15401652,-0.020572275,3.0,,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,,,,,,,,-0.0153462235,0.01606165,0.06909093,,0.071124546,0.038019847,0.0005,1e-05,1e-05,23.122068,,0.00021731853,0.00021755695,-0.0010262132,0.0,-0.0010262132,0.0,0.0,0.0,4.0894885,-0.0045539737,-0.07353914,0.0,0.0,-0.025955617,0.0
23,1952.0,8,0.2621981,0.2621981,,1e-05,,1.0,1e-05,0.8,0.0016035958,ALBANIA,1.0000000000000003e-05,0.0,1e-05,0.0,1.0000000000000003e-05,1e-05,1.0000000000000003e-05,1e-05,1.0000000000000003e-05,1e-05,1e-05,1.0,0.004719,0.002204,0.000399,,,,,1e-05,-0.11717423,20.966236,39,150,358262.6,1.0,1e-05,-0.015876198,0.014552934,1e-05,1.0,-0.22802708,1e-05,-0.19425803,0.20441155,-0.015876198,0.014552934,0.06952951,0.0715672,0.0384625,0.0005,0.004285714,,,0.12789021,-0.020572275,3.0,,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,,,,,,,,-0.015609208,0.015034833,0.06951349,0.043161582,0.07134189,0.038237188,0.0005,1e-05,1e-05,21.421692,,0.00022530556,0.00022530556,-0.00048172474,0.0,-0.00048172474,0.0,0.0,0.0,-0.9266587,-0.0041588545,-0.021261454,0.0,0.0,-0.026345849,0.0
24,1953.0,8,0.2612126,0.2612126,,1e-05,,1.0,1e-05,0.8,0.040434893,ALBANIA,1.0000000000000003e-05,0.0,1e-05,0.0,1.0000000000000003e-05,1e-05,1.0000000000000003e-05,1e-05,1.0000000000000003e-05,1e-05,1e-05,1.0,0.004719,0.002204,0.000399,,,,,1e-05,-0.11717423,23.486435,39,150,2435002.0,1.0,1e-05,-0.016159592,0.015404638,1e-05,1.0,-0.22802708,1e-05,-0.19425803,0.19869998,-0.016159592,0.015404638,0.069925904,0.071812935,0.03870824,0.0005,0.004285714,,,0.14705458,-0.020572275,3.0,,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,,,,,,,,-0.015876198,0.014552934,0.06952951,0.0016035958,0.0715672,0.0384625,0.0005,1e-05,1e-05,20.966236,,0.00024569035,0.00024569035,0.0008519888,0.0,0.0008519888,0.0,0.0,0.0,5.796696,-0.0037586093,0.12020278,0.0,0.0,-0.027941525,0.0
25,1954.0,8,0.2600446,0.2600446,,1e-05,,1.0,1e-05,0.8,0.029351829,ALBANIA,1.0000000000000003e-05,0.0,1e-05,0.0,1.0000000000000003e-05,1e-05,1.0000000000000003e-05,1e-05,1.0000000000000003e-05,1e-05,1e-05,1.0,0.004719,0.002204,0.000399,,,,,1e-05,-0.11717423,23.364979,39,150,3815510.5,1.0,1e-05,-0.016492132,0.015020251,1e-05,1.0,-0.22802708,1e-05,-0.19425803,0.19220108,-0.016492132,0.015020251,0.070215195,0.07210066,0.038995963,0.0005,0.004285714,,,0.15154585,-0.020572275,3.0,,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,,,,,,,,-0.016159592,0.015404638,0.069925904,0.040434893,0.071812935,0.03870824,0.0005,1e-05,1e-05,23.486435,,0.00028789043,0.00028777122,-0.00038433075,0.0,-0.00038433075,0.0,0.0,0.0,0.5669435,-0.0044713616,-0.0051713586,0.0,0.0,-0.032707095,0.0
