,onset2COWCS,onsetUCS,coup,periregular,numcode,year,ecgrowth,logmountain,ethnic_fractionalization,religion_fractionalization,language_fractionalization,leg_british,no_transition,popdens_diff,pop_maddison_diff,democracy_diff,wildcat_diff,out_regdisaster_diff,valoilres_diff,valoilres_binarize,valoilres_public_diff,valoilres_public_binarize,oilpop_diff,oilpop_binarize,valoilres_impute_diff,valoilres_impute_binarize,oilpop_impute_diff,oilpop_impute_binarize,milexp_pergdpSIPRI_diff
0,1e-05,,,,4,1929.0,,0.041835755,0.0076929997,0.002717,0.006141,1e-05,,,,,,,,,,,,,,,,,
1,1e-05,,,1e-05,4,1930.0,,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,,,,,-1.0,,,,,,,,,,,
2,1e-05,,,1e-05,4,1931.0,,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,,,0.0,,0.0,,,,,,,,,,,
3,1e-05,,,1e-05,4,1932.0,,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,,,0.0,,0.0,,,,,,,,,,,
4,1e-05,,,1e-05,4,1933.0,,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,,,0.0,,35661275000.0,,,,,,,,,,,
5,1e-05,,,0.5,4,1934.0,,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,,,0.0,,-1.0,,,,,,,,,,,
6,1e-05,,,0.5,4,1935.0,,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,,,-0.5,,5021767700.0,,,,,,,,,,,
7,1e-05,,,0.5,4,1936.0,,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,,,0.0,,2.4302065,,,,,,,,,,,
8,1e-05,,,0.5,4,1937.0,,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,,,0.0,,19.635569,,,,,,,,,,,
9,1e-05,,,0.5,4,1938.0,,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,,,0.0,,-0.33037198,,,,,,,,,,,
10,1e-05,,,0.5,4,1939.0,,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,,,0.0,,2.0969815,,,,,,,,,,,
11,1e-05,,,0.5,4,1940.0,,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,,,0.0,,-0.9527984,,,,,,,,,,,
12,1e-05,,,0.5,4,1941.0,,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,,,0.0,,-1.0,,,,,,,,,,,
13,1e-05,,,0.5,4,1942.0,,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,,,0.0,,20982040000.0,,,,,,,,,,,
14,1e-05,,,0.5,4,1943.0,,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,,,0.0,,32.115585,,,,,,,,,,,
15,1e-05,,,0.33333334,4,1944.0,,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,,,0.0,,-0.9051389,,,,,,,,,,,
16,1e-05,,,0.33333334,4,1945.0,,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,,,-0.99,,-1.0,,,,,,,,,,,
17,1e-05,1e-05,1.0000000000000003e-05,0.25,4,1946.0,,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,,,0.0,,15993406000.0,,,,,,,,,,,
18,1e-05,1e-05,1.0000000000000003e-05,0.33333334,4,1947.0,,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,,,0.0,,2.5053763,,,,,,,,,,,
19,1e-05,1e-05,1.0000000000000003e-05,0.2,4,1948.0,,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,,,0.0,,-0.77443063,,,,,,,,,,,
20,1e-05,1e-05,1.0000000000000003e-05,0.2,4,1949.0,,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,,,0.0,,4.4615974,,,,,,,,,,,
21,1e-05,1e-05,1.0000000000000003e-05,0.2,4,1950.0,,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,,,0.0,,0.38964343,,,,,,,,,,,
22,1e-05,1e-05,1.0000000000000003e-05,0.2,4,1951.0,0.012456354,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,0.00016331673,0.016453795643098568,0.0,,5.573304,,,,,,,,,,,
23,1e-05,1e-05,1.0000000000000003e-05,0.16666667,4,1952.0,0.016554328,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,0.00016856194,0.017002935178527245,0.0,,-0.9432143,,,,,,,,,,,
24,1e-05,1e-05,1.0000000000000003e-05,0.14285715,4,1953.0,0.042865083,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,0.00017404556,0.017552278221569795,0.0,,9.746074,,,,,,,,,,,
25,1e-05,1e-05,1.0000000000000003e-05,0.14285715,4,1954.0,0.0030795443,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,0.00017940998,0.0181018875326433,0.0,,-0.064802766,,,,,,,,,,,
26,1e-05,1e-05,1.0000000000000003e-05,0.14285715,4,1955.0,0.0012943493,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,0.0001847744,0.018651829458630642,0.0,,0.032425046,,,,,,,,,,,
27,1e-05,1e-05,1.0000000000000003e-05,0.14285715,4,1956.0,0.025296004,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,0.00019025803,0.019202055928224437,0.0,,-1.0,,,,,,,,,,,
28,1e-05,1e-05,1.0000000000000003e-05,0.14285715,4,1957.0,-0.01936978,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,0.00019562244,0.019752409227942413,0.0,,70911930000.0,,,,,,,,,,,
29,1e-05,1e-05,1.0000000000000003e-05,0.14285715,4,1958.0,0.03519145,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,0.00020110607,0.02030336744757011,0.0,,-0.94414157,,,,,,,,,,,
30,1e-05,1e-05,1.0000000000000003e-05,0.25,4,1959.0,0.007636053,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,0.00020575523,0.020793299444289204,0.0,,3.4544406,,,,,,,,,,,
31,1e-05,1e-05,1.0000000000000003e-05,0.4,4,1960.0,0.0143296365,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,0.00021064281,0.021283337782581846,0.0,,19.129662,,,,,,,,,,,
32,1e-05,1e-05,1.0000000000000003e-05,0.4,4,1961.0,-0.012826196,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,0.00021541119,0.02177359431960535,0.0,,-0.5705621,,,,,,,,,,,
33,1e-05,1e-05,1.0000000000000003e-05,0.4,4,1962.0,-0.0049664183,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,0.00022029877,0.022264246562502255,0.0,,1.7873008,,,,,,,,,,,
34,1e-05,1e-05,1.0000000000000003e-05,0.4,4,1963.0,-0.0042854766,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,0.00022494793,0.02275504439865994,0.0,,-0.2536779,,,,,,,,,,,
35,1e-05,1e-05,1.0000000000000003e-05,0.44444445,4,1964.0,-0.0037406536,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,0.00022935867,0.023184721123792995,149.0,,1.4555733,,,,,,,,,,,
36,1e-05,1e-05,1.0000000000000003e-05,0.44444445,4,1965.0,-0.0012367413,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,0.00023341179,0.023614466679640067,0.0,,-0.01888156,,,,,,,,,,,
37,1e-05,1e-05,1.0000000000000003e-05,0.5,4,1966.0,-0.013732028,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,0.00023758411,0.02404457391220638,0.0,,0.1601255,,,,,,,,,,,
38,1e-05,1e-05,1.0000000000000003e-05,0.5555556,4,1967.0,0.0030986646,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,0.00024187565,0.024474664039914718,0.0,,-0.80267143,,,,,,,,,,,
39,1e-05,1e-05,1.0000000000000003e-05,0.71428573,4,1968.0,0.010622824,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,0.00024604797,0.02490512596957206,0.0,,-0.3681205,,,0.029633641,0.0,,,,,,,
40,1e-05,1e-05,1.0000000000000003e-05,0.71428573,4,1969.0,-0.008826548,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,0.00024843216,0.02515110914675267,0.0,,4.687434,,,-0.15799189,0.0,,,,,,,
41,1e-05,1e-05,1.0000000000000003e-05,0.71428573,4,1970.0,-0.0051394235,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,0.00025081635,0.025397130231906928,0.0,,0.09097028,,,-0.07941073,0.0,,,,,,,
42,1e-05,1e-05,1.0000000000000003e-05,0.71428573,4,1971.0,-0.07154643,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,0.00025320053,0.025643261608687906,0.0,,-0.5997467,,,0.10422921,1.0,,,,,,,
43,1e-05,1e-05,1.0000000000000003e-05,0.8333333,4,1972.0,-0.043575335,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,0.00025558472,0.025889499876296185,0.0,,1.6373105,,,-0.00874114,0.0,,,,,,,
44,1e-05,1e-05,4.0,0.85714287,4,1973.0,0.085820414,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,0.0002580881,0.026135698364720295,0.0,,-0.5559882,,,0.21604359,1.0,,,,,,,
45,1e-05,1e-05,1.0000000000000003e-05,0.8333333,4,1974.0,0.027496971,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,0.0002579689,0.026135722337364165,0.0,,0.86284983,,,2.0895703,1.0,,,,,,,
46,1e-05,1e-05,1.0000000000000003e-05,0.8333333,4,1975.0,0.025269961,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,0.0002579689,0.02613566598967587,0.0,,-0.6306447,,,-0.15899867,0.0,,,,,,,
47,1e-05,1e-05,1.0000000000000003e-05,0.8333333,4,1976.0,0.023333061,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,0.0002580881,0.026135727497682115,0.0,,3.9213195,,,0.022641778,0.0,,,,,,,
48,1e-05,1e-05,1.0000000000000003e-05,0.85714287,4,1977.0,-0.09244963,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,0.0002580881,0.02613566526113309,0.0,,-0.5395608,,,-0.005474448,0.0,,,,,,,
49,1.0,1.0,1.0,0.85714287,4,1978.0,0.05212837,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,0.0002580881,0.026135716086253202,2.3333333,,-0.36838174,,,-0.097762406,0.0,,,,,,,
50,,,3.0,0.8333333,4,1979.0,-0.021784808,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,0.00018560886,0.01875209775754838,0.0,,0.8807051,,,0.0,0.0,,,,,,,
51,,,1.0000000000000003e-05,0.75,4,1980.0,0.001677889,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,-0.00028914213,-0.02850822468051406,0.0,,6.337178,,,0.0,0.0,,,,,,,
52,,,1.0000000000000003e-05,0.75,4,1981.0,0.10664578,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,-0.0008983612,-0.08596902546526974,0.0,,-0.95157707,,,0.0,0.0,,,,,,,
53,,,1.0000000000000003e-05,0.75,4,1982.0,0.09048302,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,-0.000697732,-0.06741172035685428,0.0,,1.7039015,,,0.0,0.0,,,,,,,
54,,,1.0000000000000003e-05,0.75,4,1983.0,0.035911016,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,4.1246414e-05,0.004123651161627162,0.0,,1.060086,,,0.0,0.0,,,,,,,
55,,,1.0000000000000003e-05,0.75,4,1984.0,-0.018320926,0.041835755,0.0076929997,0.002717,0.006141,1e-05,1e-05,0.000344038,0.03500603040684003,0.0,,-0.45474362,,,0.0,0.0,,,,,,,
56,,,1.0000000000000003e-05,,4,1985.0,-0.032825246,0.041835755,0.0076929997,0.002717,0.006141,1e-05,,0.00030112267,0.03056456967856902,0.0,,1.4823511,,,0.0,0.0,,,,,,,
57,,,1.0000000000000003e-05,,4,1986.0,0.07169367,0.041835755,0.0076929997,0.002717,0.006141,1e-05,,4.2676926e-05,0.004288771829439542,0.0,,-0.91217864,,,0.0,0.0,,,,,,,
58,,,1.0,,4,1987.0,-0.17314404,0.041835755,0.0076929997,0.002717,0.006141,1e-05,,8.702278e-06,0.0008557546646805747,0.0,,5.571433,,,0.0,0.0,,,,,,,
59,,,1.0000000000000003e-05,,4,1988.0,-0.09665129,0.041835755,0.0076929997,0.002717,0.006141,1e-05,,0.00014925003,0.015036137431246877,0.0,,0.9236872,,,0.0,0.0,,,,,,,
60,,,1.0000000000000003e-05,,4,1989.0,-0.024115883,0.041835755,0.0076929997,0.002717,0.006141,1e-05,,0.00030457973,0.030930367614467658,-0.79999995,,-0.08059871,,,0.0,0.0,,,,,,,
61,,,1.0,,4,1990.0,-0.055807926,0.041835755,0.0076929997,0.002717,0.006141,1e-05,,0.000108003616,0.010851166875603502,0.0,,0.03308797,,,0.0,0.0,,,,,,,
62,,,1.0000000000000003e-05,,4,1991.0,-0.005721076,0.041835755,0.0076929997,0.002717,0.006141,1e-05,,0.00013720989,0.013812757703125289,0.0,,-0.49263424,,,0.0,0.0,,,,,,,
63,,,1.0,,4,1992.0,-0.07953044,0.041835755,0.0076929997,0.002717,0.006141,1e-05,,0.0009281635,0.09722711241594095,3.9999995,,3.2861495,,,0.0,0.0,,,,,,,
64,,,1.0000000000000003e-05,,4,1993.0,-0.13935366,0.041835755,0.0076929997,0.002717,0.006141,1e-05,,0.0011862516,0.12585311239063213,0.0,,-0.38974214,,,0.0,0.0,,,,,,,
65,,,1.0000000000000003e-05,,4,1994.0,-0.10450654,0.041835755,0.0076929997,0.002717,0.006141,1e-05,,0.00079989433,0.0832310431893688,0.0,,0.7622458,,,0.0,0.0,,,,,,,
66,,,1.0000000000000003e-05,,4,1995.0,0.20266731,0.041835755,0.0076929997,0.002717,0.006141,1e-05,,0.0004811287,0.049285405974320406,0.0,,-0.4765448,,,0.0,0.0,,,,,,,
67,,,1.0000000000000003e-05,,4,1996.0,0.02664417,0.041835755,0.0076929997,0.002717,0.006141,1e-05,,0.00031983852,0.03249019438015033,-0.7,,-0.6440953,,,0.0,0.0,,,,,,,
68,,,1.0000000000000003e-05,,4,1997.0,0.028209182,0.041835755,0.0076929997,0.002717,0.006141,1e-05,,0.00030493736,0.03095976774761411,0.0,,0.92378974,,,0.0,0.0,,,,,,,
69,,,1.0000000000000003e-05,,4,1998.0,0.028261118,0.041835755,0.0076929997,0.002717,0.006141,1e-05,,0.00030362606,0.03083581332033325,0.0,,0.06568372,,,0.0,0.0,,,,,,,
70,,,1.0000000000000003e-05,,4,1999.0,0.02707857,0.041835755,0.0076929997,0.002717,0.006141,1e-05,,0.00031507015,0.03200455599311969,0.0,,1.1393089,,,0.0,0.0,,,,,,,
71,,,1.0000000000000003e-05,,4,2000.0,-0.010547614,0.041835755,0.0076929997,0.002717,0.006141,1e-05,,0.00010597706,0.010660026441299486,0.0,,-0.53478897,,,0.0,0.0,,,,,,,
72,,,1.0000000000000003e-05,,4,2001.0,-0.103735685,0.041835755,0.0076929997,0.002717,0.006141,1e-05,,4.1484833e-05,0.004151561837373752,0.0,,-0.37691087,,,0.0,0.0,,,,,,,
73,1e-05,1e-05,1.0,,4,2002.0,0.22132233,0.041835755,0.0076929997,0.002717,0.006141,1e-05,,0.0005161762,0.05296371882547546,0.0,,1.4731975,,,0.0,0.0,,,,,,,
74,1e-05,1.0,1.0000000000000003e-05,,4,2003.0,0.08035057,0.041835755,0.0076929997,0.002717,0.006141,1e-05,,0.0006853342,0.07091682787213505,0.0,,-0.14533901,,,0.0,0.0,,,,,,,
75,1e-05,,1.0000000000000003e-05,,4,2004.0,0.024951186,0.041835755,0.0076929997,0.002717,0.006141,1e-05,,0.0005233288,0.0537065431849979,0.0,,1.1501753,,,0.0,0.0,,,,,,,
76,1.0,,1.0000000000000003e-05,,4,2005.0,0.10609096,0.041835755,0.0076929997,0.002717,0.006141,1e-05,,0.00048446655,0.0496361292617038,0.0,,1.934201,,,0.0,0.0,,,,,,,
77,,,1.0000000000000003e-05,,4,2006.0,0.042711347,0.041835755,0.0076929997,0.002717,0.006141,1e-05,,0.00037014484,0.03768954127808133,0.0,,-0.955255,,,0.0,0.0,,,,,,,
78,,,1.0000000000000003e-05,,4,2007.0,0.091707274,0.041835755,0.0076929997,0.002717,0.006141,1e-05,,0.00026464462,0.02681932701606704,0.0,,2.7137666,,,0.0,0.0,,,,,,,
79,,,1.0000000000000003e-05,,4,2008.0,0.007227225,0.041835755,0.0076929997,0.002717,0.006141,1e-05,,0.00026249886,0.026605680514411034,0.0,,1.1023254,,,0.0,0.0,,,,,,,
80,1e-05,,,,8,1929.0,,,0.002204,0.004719,0.000399,1e-05,,,,,,,,,,,,,,,,,
81,1e-05,,,1.0,8,1930.0,,,0.002204,0.004719,0.000399,1e-05,1e-05,5.1021576e-05,0.0051177072671442225,,,0.0,,,,,-0.0024092793,0.0,,,-0.0024092793,0.0,
82,1e-05,,,1.0,8,1931.0,,,0.002204,0.004719,0.000399,1e-05,1e-05,6.0915947e-05,0.006109979633401208,0.0,-0.99999,952581000000.0,-0.4048146,0.0,,,-0.006072879,0.0,-0.4048146,0.0,-0.006072879,0.0,
83,1e-05,,,1.0,8,1932.0,,,0.002204,0.004719,0.000399,1e-05,1e-05,5.054474e-05,0.005060728744939347,0.0,0.0,-1.0,0.4853791,1.0,,,-0.005035281,0.0,0.4853791,1.0,-0.005035281,0.0,
84,1e-05,,,1.0,8,1933.0,,,0.002204,0.004719,0.000399,1e-05,1e-05,5.018711e-05,0.0050352467270895485,0.0,0.0,35661275000.0,-0.19223934,0.0,,,-0.0050486326,0.0,-0.19223934,0.0,-0.0050486326,0.0,
85,1e-05,,,1.0,8,1934.0,,,0.002204,0.004719,0.000399,1e-05,1e-05,5.00679e-05,0.005010020040080221,0.0,0.0,-1.0,0.43639088,1.0,,,-0.0050234795,0.0,0.43639088,1.0,-0.0050234795,0.0,
86,1e-05,,,1.0,8,1935.0,,,0.002204,0.004719,0.000399,1e-05,1e-05,5.9723854e-05,0.005982053838484491,0.0,0.0,5021767700.0,-0.05946511,0.0,,,-0.006074965,0.0,-0.05946511,0.0,-0.006074965,0.0,
87,1e-05,,,1.0,8,1936.0,,,0.002204,0.004719,0.000399,1e-05,1e-05,4.9471855e-05,0.0049554013875123815,0.0,0.0,2.4302065,0.107038975,1.0,,,-0.0058305264,0.0,0.107038975,1.0,-0.0058305264,0.0,
88,1e-05,,,1.0,8,1937.0,,,0.002204,0.004719,0.000399,1e-05,1e-05,0.000156641,0.015779092702169706,0.0,0.0,19.635569,0.02597332,0.0,,,-0.017697573,0.0,0.02597332,0.0,-0.017697573,0.0,
89,1e-05,,,1.0,8,1938.0,,,0.002204,0.004719,0.000399,1e-05,1e-05,9.6440315e-05,0.009708737864077666,0.0,0.0,-0.33037198,-0.035853088,0.0,,,-0.012309909,0.0,-0.035853088,0.0,-0.012309909,0.0,
90,1e-05,,,1.0,8,1939.0,,,0.002204,0.004719,0.000399,1e-05,1e-05,0.00028455257,0.028846153846153744,8.999999,0.0,2.164307,-0.113545656,0.0,,,-0.031320393,0.0,-0.113545656,0.0,-0.031320393,0.0,
91,1e-05,,,1.0,8,1940.0,,,0.002204,0.004719,0.000399,1e-05,1e-05,0.000166893,0.016822429906542036,0.0,0.0,-0.96454626,-0.031122148,0.0,,,-0.0218001,0.0,-0.031122148,0.0,-0.0218001,0.0,
92,1e-05,,,1.0,8,1941.0,,,0.002204,0.004719,0.000399,1e-05,1e-05,0.00010967255,0.011029411764705843,0.0,0.0,-1.0,0.048062444,0.0,,,-0.015705228,0.0,0.048062444,0.0,-0.015705228,0.0,
93,1e-05,,,1.0,8,1942.0,,,0.002204,0.004719,0.000399,1e-05,1e-05,0.00015330315,0.015454545454545388,0.0,0.0,20982040000.0,-0.07695693,0.0,,,-0.020925581,0.0,-0.07695693,0.0,-0.020925581,0.0,
94,1e-05,,,1.0,8,1943.0,,,0.002204,0.004719,0.000399,1e-05,1e-05,1.7881393e-05,0.001790510295434089,0.0,0.0,32.115585,-0.054294944,0.0,,,-0.005357325,0.0,-0.054294944,0.0,-0.005357325,0.0,
95,1e-05,,,1.0,8,1944.0,,,0.002204,0.004719,0.000399,1e-05,1e-05,2.682209e-05,0.002680965147453085,0.0,0.0,-0.9051389,-0.0132392645,0.0,,,-0.0038670301,0.0,-0.0132392645,0.0,-0.0038670301,0.0,
96,1e-05,,,1e-05,8,1945.0,,,0.002204,0.004719,0.000399,1e-05,1.0,0.00014150143,0.01426024955436711,-0.5,0.0,-1.0,-0.16400117,0.0,,,-0.01497829,0.0,-0.16400117,0.0,-0.01497829,0.0,
97,1e-05,1e-05,1.0000000000000003e-05,1e-05,8,1946.0,,,0.002204,0.004719,0.000399,1e-05,1.0,0.00013971329,0.014059753954305698,-0.79999995,0.0,15993406000.0,-0.03469169,0.0,,,-0.017411828,0.0,-0.03469169,0.0,-0.017411828,0.0,
98,1e-05,1e-05,1.0000000000000003e-05,1e-05,8,1947.0,,,0.002204,0.004719,0.000399,1e-05,1.0,0.00018024445,0.018197573656845822,0.0,0.0,2.5053763,0.44689012,1.0,,,-0.02509427,0.0,0.44689012,1.0,-0.02509427,0.0,
99,1e-05,1e-05,1.0000000000000003e-05,1e-05,8,1948.0,,,0.002204,0.004719,0.000399,1e-05,1.0,0.0001437664,0.014468085106382977,0.0,0.0,-1.0,-0.047652125,0.0,,,-0.019705236,0.0,-0.047652125,0.0,-0.019705236,0.0,
100,1e-05,1e-05,1.0000000000000003e-05,1e-05,8,1949.0,,,0.002204,0.004719,0.000399,1e-05,1.0,0.00014150143,0.014261744966443057,0.0,0.0,69067770000.0,-0.11644429,0.0,,,-0.022073269,0.0,-0.11644429,0.0,-0.022073269,0.0,
101,1e-05,1e-05,1.0000000000000003e-05,1e-05,8,1950.0,,,0.002204,0.004719,0.000399,1e-05,1.0,0.00014913082,0.015017374573511155,0.0,0.0,0.38964343,-0.07264769,0.0,,,-0.025153637,0.0,-0.07264769,0.0,-0.025153637,0.0,
102,1e-05,1e-05,1.0000000000000003e-05,1e-05,8,1951.0,0.043161582,,0.002204,0.004719,0.000399,1e-05,1.0,0.00021731853,0.021971951868035244,0.0,0.0,4.0894885,-0.097585976,0.0,,,-0.025955617,0.0,-0.097585976,0.0,-0.025955617,0.0,
103,1e-05,1e-05,1.0000000000000003e-05,1e-05,8,1952.0,0.0016035958,,0.002204,0.004719,0.000399,1e-05,1.0,0.00022530556,0.022787313250876462,0.0,0.0,-0.9266587,-0.04704714,0.0,,,-0.026345849,0.0,-0.04704714,0.0,-0.026345849,0.0,
104,1e-05,1e-05,1.0000000000000003e-05,1e-05,8,1953.0,0.040434893,,0.002204,0.004719,0.000399,1e-05,1.0,0.00024569035,0.024878057879372806,0.0,0.0,5.796696,0.08890259,0.0,,,-0.027941525,0.0,0.08890259,0.0,-0.027941525,0.0,
105,1e-05,1e-05,1.0000000000000003e-05,1e-05,8,1954.0,0.029351829,,0.002204,0.004719,0.000399,1e-05,1.0,0.00028789043,0.029190467802410636,0.0,0.0,0.5669435,-0.037709296,0.0,,,-0.032707095,0.0,-0.037709296,0.0,-0.032707095,0.0,
106,1e-05,1e-05,1.0000000000000003e-05,1e-05,8,1955.0,0.053911757,,0.002204,0.004719,0.000399,1e-05,1.0,0.00028550625,0.028959648505015867,0.0,0.0,-0.025772572,-0.029559553,0.0,,,-0.033328176,0.0,-0.029559553,0.0,-0.033328176,0.0,
107,1e-05,1e-05,1.0000000000000003e-05,1e-05,8,1956.0,0.010055722,,0.002204,0.004719,0.000399,1e-05,1.0,0.00029945374,0.03039298066123619,0.0,0.0,-1.0,-0.05020106,0.0,,,-0.036481082,0.0,-0.05020106,0.0,-0.036481082,0.0,
108,1e-05,1e-05,1.0000000000000003e-05,1e-05,8,1957.0,0.064088926,,0.002204,0.004719,0.000399,1e-05,1.0,0.0002887249,0.02929923828379799,0.0,99999.0,70911930000.0,-0.08875412,0.0,,,-0.040893316,0.0,-0.08875412,0.0,-0.040893316,0.0,
109,1e-05,1e-05,1.0000000000000003e-05,1e-05,8,1958.0,0.04505272,,0.002204,0.004719,0.000399,1e-05,1.0,0.00029981136,0.03041776841674304,0.0,-0.99999,-0.94414157,0.02383995,0.0,,,-0.039859653,0.0,0.02383995,0.0,-0.039859653,0.0,
110,1e-05,1e-05,1.0000000000000003e-05,1e-05,8,1959.0,0.041165385,,0.002204,0.004719,0.000399,1e-05,1.0,0.00032269955,0.03280625072612331,0.0,0.0,3.4544406,-0.05283636,0.0,,,-0.044163883,0.0,-0.05283636,0.0,-0.044163883,0.0,
111,1e-05,1e-05,1.0000000000000003e-05,1e-05,8,1960.0,0.050628718,,0.002204,0.004719,0.000399,1e-05,1.0,0.0003244877,0.0329562013146496,0.0,99999.0,19.129662,-0.1464799,0.0,,,-0.050885618,0.0,-0.1464799,0.0,-0.050885618,0.0,
112,1e-05,1e-05,1.0000000000000003e-05,1e-05,8,1961.0,0.008307159,,0.002204,0.004719,0.000399,1e-05,1.0,0.0003244877,0.03297426776118617,0.0,-0.99999,-0.5705621,-0.11102229,0.0,,,-0.052446306,0.0,-0.11102229,0.0,-0.052446306,0.0,
113,1e-05,1e-05,1.0000000000000003e-05,1e-05,8,1962.0,0.033098973,,0.002204,0.004719,0.000399,1e-05,1.0,0.00030243397,0.030717450622839815,0.0,0.0,0.45182037,-0.06156057,0.0,,,-0.051264226,0.0,-0.06156057,0.0,-0.051264226,0.0,
114,1e-05,1e-05,1.0000000000000003e-05,1e-05,8,1963.0,0.034109153,,0.002204,0.004719,0.000399,1e-05,1.0,0.00029420853,0.029846015702027273,0.0,299999.0,-0.5553259,0.093005896,0.0,,,0.106007695,1.0,0.093005896,0.0,0.106007695,1.0,
115,1e-05,1e-05,1.0000000000000003e-05,1e-05,8,1964.0,0.034249593,,0.002204,0.004719,0.000399,1e-05,1.0,0.0002912283,0.029537927593166424,0.0,-0.6666666,6.9113035,-0.061042726,0.0,,,-0.047445655,0.0,-0.061042726,0.0,-0.047445655,0.0,
116,1e-05,1e-05,1.0000000000000003e-05,1e-05,8,1965.0,0.036483288,,0.002204,0.004719,0.000399,1e-05,1.0,0.00027644634,0.028034910694293202,0.0,0.0,-0.17657804,0.28038514,1.0,,,0.30132353,1.0,0.28038514,1.0,0.30132353,1.0,
117,1e-05,1e-05,1.0000000000000003e-05,1e-05,8,1966.0,0.037492618,,0.002204,0.004719,0.000399,1e-05,1e-05,0.00025856495,0.026178421356090054,0.0,0.0,-0.83102953,0.04473257,0.0,,,0.074607134,0.0,0.04473257,0.0,0.074607134,0.0,
118,1e-05,1e-05,1.0000000000000003e-05,1e-05,8,1967.0,0.037638858,,0.002204,0.004719,0.000399,1e-05,1e-05,0.00026082993,0.02643456991305171,0.0,-0.99999,0.6201564,-0.07085335,0.0,,,-0.044329226,0.0,-0.07085335,0.0,-0.044329226,0.0,
119,1e-05,1e-05,1.0000000000000003e-05,1e-05,8,1968.0,0.036089886,,0.002204,0.004719,0.000399,1e-05,1e-05,0.00027167797,0.02753845036921465,0.0,0.0,-0.70980287,-0.086420596,0.0,,,-0.04770261,0.0,-0.086420596,0.0,-0.04770261,0.0,
120,1e-05,1e-05,1.0000000000000003e-05,1e-05,8,1969.0,0.033962116,,0.002204,0.004719,0.000399,1e-05,1e-05,0.0002975464,0.03019816641073403,0.0,0.0,11.083812,-0.09755182,0.0,,,-0.0495584,0.0,-0.09755182,0.0,-0.0495584,0.0,
