y,t,g,Q
0.0,0.0,0.11315236985683441,5.2619452617364004e-06
0.0,0.0,0.20482726395130157,0.0007917642360553145
0.0,0.0,0.2880663275718689,0.0008238197187893093
0.0,0.0,0.07856949418783188,3.459866638877429e-05
0.0,0.0,0.10218125581741333,9.920315278577618e-06
0.0,0.0,0.09500373154878616,1.0551033483352512e-05
0.0,0.0,0.6122831702232361,0.00010265252785757184
0.0,1.0,0.2995949685573578,0.0001416175509802997
0.0,0.0,0.5001516938209534,0.00013863797357771546
0.0,1.0,0.07055992633104324,1.0260900126013439e-05
0.0,1.0,0.6454457640647888,5.4507348977494985e-05
0.0,0.0,0.31551092863082886,0.000498478184454143
0.0,0.0,0.2504819333553314,2.8018102966598235e-05
0.0,0.0,0.23535709083080292,0.0006088321097195148
0.0,0.0,0.5569030046463013,7.770388947392348e-06
0.0,1.0,0.4340488314628601,0.00024858463439159095
0.0,0.0,0.23320485651493073,0.00806815642863512
0.0,0.0,0.08128752559423447,0.00044524259283207357
0.0,0.0,0.1317458152770996,0.00016027569654397666
0.0,0.0,0.19023580849170685,0.0035350194666534662
0.0,0.0,0.078463114798069,0.0002622510655783117
0.0,0.0,0.08864437788724899,0.0015154349384829402
0.0,0.0,0.19056400656700134,0.00013680786651093513
0.0,1.0,0.4857272803783417,0.0036400314420461655
0.0,0.0,0.06779158860445023,0.0019859643653035164
0.0,1.0,0.3193937838077545,0.00012773468915838748
0.0,1.0,0.47349533438682556,0.0003167206305079162
0.0,0.0,0.09936194866895676,0.0015371551271528006
1.0,0.0,0.05194346234202385,0.00026873432216234505
0.0,0.0,0.10914044827222824,6.365577428368852e-05
0.0,0.0,0.29433584213256836,6.79410804877989e-05
0.0,0.0,0.027007026597857475,0.0007787521462887526
0.0,0.0,0.021969646215438843,0.00016852977569215
0.0,0.0,0.1190563291311264,0.004748795181512833
0.0,1.0,0.42857012152671814,0.0007746513583697379
0.0,1.0,0.1417618840932846,0.00025209441082552075
1.0,0.0,0.0755590870976448,0.00043376791290938854
0.0,0.0,0.1893312931060791,0.0008611311204731464
0.0,1.0,0.38375717401504517,4.1756789869396016e-05
0.0,0.0,0.009515040554106236,0.00011620244185905904
0.0,0.0,0.006846542935818434,1.1820143299701158e-05
0.0,0.0,0.01464346144348383,0.15500983595848083
0.0,1.0,0.5776075124740601,6.184154244692763e-06
0.0,0.0,0.02299920655786991,5.732649879064411e-05
0.0,0.0,0.5259608626365662,3.196945908712223e-05
0.0,1.0,0.0592774823307991,0.0002601929008960724
0.0,1.0,0.679283618927002,0.0005914532230235636
0.0,0.0,0.31419581174850464,3.671138529171003e-06
0.0,0.0,0.062051188200712204,2.4674971427884884e-05
0.0,1.0,0.2744956612586975,3.0487328217532195e-07
0.0,0.0,0.007615348789840937,1.239888479176443e-05
0.0,0.0,0.010376869700849056,1.8169923350797035e-05
0.0,0.0,0.06724820286035538,4.626780537364539e-06
0.0,1.0,0.5379069447517395,0.0013179265661165118
0.0,0.0,0.025183675810694695,7.521713996538892e-05
0.0,1.0,0.6632953882217407,0.0008712796843610704
0.0,0.0,0.11206194758415222,0.00013470667181536555
0.0,1.0,0.394386351108551,4.886740953224944e-06
0.0,0.0,0.10776498913764954,0.0007784278714098036
0.0,0.0,0.13459694385528564,0.0001221566490130499
0.0,0.0,0.37918010354042053,0.00431543355807662
0.0,0.0,0.37396931648254395,0.00025780085707083344
0.0,1.0,0.28434431552886963,7.341183663811535e-05
0.0,0.0,0.2558170557022095,9.758215310284868e-05
0.0,0.0,0.09105474501848221,0.0009193653240799904
0.0,0.0,0.0837509036064148,3.589979314710945e-05
0.0,0.0,0.07578179985284805,0.00041136410436592996
0.0,0.0,0.00878592487424612,1.8291183323526639e-06
0.0,1.0,0.28119346499443054,0.0029803707730025053
0.0,0.0,0.11708468198776245,0.0005930826300755143
0.0,0.0,0.3242686986923218,5.260017860564403e-05
0.0,0.0,0.250730961561203,4.857445674133487e-06
0.0,0.0,0.08172694593667984,0.0009720321395434439
0.0,0.0,0.13648967444896698,4.1674520616652444e-05
0.0,1.0,0.3489115834236145,9.86710365395993e-05
0.0,0.0,0.04221721366047859,0.003527336521074176
1.0,0.0,0.16303256154060364,7.151087174861459e-06
0.0,0.0,0.3487265110015869,0.024637991562485695
0.0,0.0,0.0888817310333252,0.0008921240805648267
0.0,1.0,0.09086990356445312,0.0006032015080563724
0.0,0.0,0.055236801505088806,3.99419259338174e-05
0.0,0.0,0.17257864773273468,2.5634155917941825e-06
0.0,0.0,0.1394772082567215,1.133691739596543e-06
0.0,0.0,0.20520564913749695,9.624676749808714e-05
0.0,0.0,0.1737809032201767,0.0004759951843880117
0.0,0.0,0.1102600246667862,1.8990034732269123e-05
0.0,0.0,0.1381860375404358,0.00013573883916251361
0.0,0.0,0.16740259528160095,0.0005870694294571877
0.0,0.0,0.05700315535068512,0.00024213609867729247
0.0,0.0,0.2903851270675659,8.019201777642593e-05
0.0,0.0,0.10366279631853104,2.223658384536975e-06
0.0,0.0,0.3117869794368744,2.8687822123174556e-05
0.0,1.0,0.4437807500362396,0.00015104006160981953
0.0,0.0,0.5218091607093811,0.00014041007671039551
0.0,1.0,0.35256218910217285,0.005559636279940605
0.0,1.0,0.38228848576545715,0.0002367162669543177
0.0,0.0,0.31782710552215576,0.00021238232147879899
0.0,0.0,0.24313437938690186,1.7000089428620413e-05
0.0,0.0,0.33663395047187805,6.252526509342715e-05
0.0,0.0,0.19697131216526031,0.0011713019339367747
0.0,1.0,0.41122937202453613,2.522611612221226e-05
0.0,0.0,0.27105772495269775,1.037023412209237e-05
0.0,0.0,0.11611747741699219,4.629900649888441e-05
0.0,0.0,0.1574164777994156,0.002161406446248293
0.0,0.0,0.6187746524810791,0.0003599450283218175
0.0,0.0,0.06959040462970734,0.0004938250058330595
0.0,0.0,0.16527487337589264,8.838059147819877e-05
0.0,0.0,0.21719862520694733,1.923004492709879e-05
0.0,1.0,0.4542942941188812,3.7092302136443323e-06
0.0,0.0,0.11286117136478424,0.0011428185971453786
0.0,1.0,0.1754816472530365,0.000518046144861728
0.0,1.0,0.40155860781669617,6.017767645971617e-06
0.0,0.0,0.13863734900951385,0.00033848779276013374
0.0,0.0,0.10858876258134842,3.521371399983764e-05
0.0,0.0,0.15758606791496277,9.824206790653989e-05
0.0,0.0,0.5049121379852295,5.699178018403472e-06
0.0,0.0,0.12240885198116302,0.00022501134662888944
0.0,1.0,0.42731818556785583,2.0775321900146082e-05
0.0,0.0,0.11639191955327988,1.5286024790839292e-05
0.0,0.0,0.063005730509758,0.00024736658087931573
0.0,1.0,0.5253362655639648,5.5819731642259285e-05
0.0,1.0,0.7420909404754639,0.00012910939403809607
0.0,0.0,0.08169814199209213,0.00022613360488321632
0.0,0.0,0.13360919058322906,0.00040911074029281735
0.0,0.0,0.3944823741912842,3.2068016935227206e-06
0.0,0.0,0.011949140578508377,3.8536427382496186e-06
0.0,0.0,0.006757433991879225,1.1458646440587472e-06
0.0,0.0,0.04119873046875,0.0015787024749442935
0.0,1.0,0.6798615455627441,2.282767127326224e-05
0.0,0.0,0.09538700431585312,2.044083521468565e-05
0.0,1.0,0.7163296341896057,0.00027408753521740437
0.0,0.0,0.06762941926717758,2.578015482868068e-05
0.0,1.0,0.1767590045928955,0.00019576110935304314
0.0,0.0,0.265483021736145,8.966642781160772e-05
0.0,0.0,0.29298654198646545,2.3826651158742607e-06
0.0,0.0,0.3006114959716797,4.0290011384058744e-05
0.0,0.0,0.19522210955619812,0.00010681012645363808
0.0,0.0,0.27131375670433044,0.00024280768411699682
0.0,0.0,0.1607241928577423,2.6915369744529016e-05
0.0,0.0,0.07856317609548569,2.0386403775773942e-05
0.0,0.0,0.03526661917567253,3.7790483474964276e-05
0.0,0.0,0.030280478298664093,7.830837421352044e-05
0.0,0.0,0.019200924783945084,0.0003176371392328292
0.0,1.0,0.44661667943000793,1.9307370166643523e-05
0.0,0.0,0.19745206832885742,3.385086984053487e-06
0.0,0.0,0.1169605627655983,9.310695168096572e-05
0.0,0.0,0.40073859691619873,7.028294930933043e-05
0.0,0.0,0.19360943138599396,0.0010383445769548416
0.0,0.0,0.1214180663228035,6.671220035059378e-05
0.0,0.0,0.5405526757240295,4.679856647271663e-05
0.0,0.0,0.2903989851474762,2.299199195476831e-06
0.0,0.0,0.3024851381778717,3.0919939035811694e-06
0.0,0.0,0.2224777191877365,0.00011302369966870174
0.0,0.0,0.049840305000543594,0.00028517923783510923
0.0,1.0,0.1935645043849945,0.00028959650080651045
0.0,0.0,0.3635116219520569,1.4709863762618625e-06
0.0,1.0,0.06155531108379364,0.00010844085772987455
0.0,1.0,0.2658712863922119,3.2697931601433083e-05
0.0,1.0,0.32910221815109253,2.526274329284206e-06
0.0,0.0,0.3832740783691406,1.6774085906945402e-06
0.0,1.0,0.21597540378570557,9.361322554468643e-06
0.0,1.0,0.31361356377601624,2.0188415419397643e-06
0.0,1.0,0.2423449605703354,1.4740795450052246e-05
0.0,1.0,0.09623976051807404,0.000154189343447797
0.0,1.0,0.1708637773990631,1.1707139492500573e-05
0.0,0.0,0.18197980523109436,3.928904698113911e-05
0.0,0.0,0.5828083157539368,1.3848673006577883e-05
0.0,1.0,0.350858598947525,3.214064781786874e-05
0.0,1.0,0.4966932237148285,3.873542937071761e-06
0.0,1.0,0.42664462327957153,2.327666152268648e-06
0.0,1.0,0.42131689190864563,9.227710506820586e-06
0.0,0.0,0.5725122094154358,1.1065768603657489e-06
0.0,0.0,0.20202110707759857,8.551189239369705e-06
0.0,0.0,0.0757259726524353,0.00027666546520777047
0.0,0.0,0.45245519280433655,1.0762012152554234e-06
